titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
Adaptateur valve Masque ," Author: Unknow
Validation médicale : OUI
Temps d'impression : 1h45 FDM
Status du projet : final
",SANTE,,DIY,VALVE,NR,,https://wiki.resistancecovid.com/doku.php?id=tuto-valve-decathlon26d,,,,,,,NA,NA,NA,NA,https://resistancecovid.com/files/valvedecathlon26d/v26d.png,,https://resistancecovid.com/,,fr,JPy,NR,,OUI,
MUR project,Le Minimal Universal respirator est un Respirateur de fortune prototypé par un collectif de bénévoles cherchant à ce qu'il soit rapidement produit  facile d’utilisation  efficace et intuitif.,SANTE,HOPITAL,DIY,RESPIRATEUR_VENTILATOR,NR,,https://www.mur-project.org/,,,-,-,-,-,NA,NA,NA,FRANCE,https://www.mur-project.org/medias/index.jpg,-,,oui,fr,JPy,NR,,OUI,
United Makers Forum,Plateforme d'échange et d'entraide entre offre et demande de solutions pour combattre le COVID19 par l'ingéniosité locale.,HELP/SANTE,,INITIATIVE/DIY,MAKERS,NR,,https://www.unitedmakers.net/forum/index.php,,,,,,,,,,,https://www.unitedmakers.net/forum/images/logo.png,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,,,,,,,
Door Opener,Permet d'ouvrir tout type de porte sans contact avec les mains,SANTE,PROTECTION,DIY,-,GROUPE,,https://www.thingiverse.com/thing:4229393,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,PLA  PETG  PA12,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,épaisseur de coque 1 2mm ; remplissage 20%,OUI,04/01/2020
Mask X-Factor,permet de lutter efficacement en multipliant et optimisant l’utilisation des masques médicaux à filtres certifiés existants. Un seul masque peut alors devenir 5 à 10 nouveaux masques avec les mêmes capacités filtrantes. lavable en machine ou lave vaisselle.,SANTE,PROTECTION,DIY,MASQUE_I3D,ENTREPRISE,Fabulou Impression 3D,https://sketchfab.com/fabulous,,,http://fabulous.com.co/blog/3d-printed-x-factor-mask-covid-19-fabulous-tech-center-proposal/,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,TPU 70A en SLS,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,TPU en grade médical avec contact cutané certifié,OUI,04/01/2020
"Respirateur
Open Source",Projet Open source (+300 contributeurs) pour la création d'un dispositif d'assistance respiratoire,SANTE,PROTECTION,DIY,RESPIRATEUR_VENTILATOR,GROUPE,,,,,https://techcrunch.com/2020/03/19/open-source-project-spins-up-3d-printed-ventilator-validation-prototype-in-just-one-week/?guccounter=1,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,OUI,04/01/2020
3D printed valve for adapting existing design (Decathlon) to ventilator outlet,,SANTE,,DIY,MASQUE_TISSU,NR,,https://www.isinnova.it/easy-covid19-eng/,,,,,,,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_masque_tissu_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=46475755,,,,NR,,OUI,
"Absolutely minimal 5-minute face shield mask

- quality: DIY
- easy to disinfect (eg. isopropyl alcohol)
- protects eyes
- soft
- protects face sides
- cheap
- easy to make
- easy breathing
- accommodates glasses
- no 3D printing  no tools except scissors",,SANTE,,DIY,VISIERE,NR,,"Bigger image: 
https://drive.google.com/file/d/1H-DY-kSeRG0nuzhS_YG8iCuNvne5G5Pv/view?usp=sharing

Can create a tutorial if needed.",,,"David Šmehlík
dvsmehlik@gmail.com
@David",,,,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_visiere_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=46475755,,,,NR,,OUI,
"- global protection
- made in collaboration with Pellegrin CHU (Bordeaux)",,SANTE,,DIY,VISIERE,NR,,https://drive.google.com/drive/folders/1iXL7_kgRxMOVB2Q1Rve6HhigsF9-32Aw?fbclid=IwAR06wlIB9uwzgeLhwVAba0Bzo1lHaJ4lzP6y_24c6IsJ_uH36fuvNSN-FsM,,,"D33D (Bastien Dupuy  Ludovic Delhomme)
Bastien très occupé  en support clementnico@hotmail.com 06 75 87 67 34",,,,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_visiere_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=46475755,,,,NR,,OUI,
"- adjustable straps around neck
-includes nose strap
- reusable body
- number of replaceable inlet and outlet valve designs",,SANTE,,DIY,MASQUE_I3D,NR,,https://www.thingiverse.com/thing:4177128,,,Image and info added by Artur Donaldson (arthurdo@pm.me)  designed by iczfirz and made openly available on Thingiverse.com,,,,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_masque_tissu.png?raw=true,,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=46475755,,,,NR,,OUI,
features: • independent pleated pockets for filter material insertion • side cinching straps for customized fit close to face • removable nose bridge • no elastic required • flexible side strap options: ties at nape of neck or loops of elastic • easy cutting • breathable/comfortable,,SANTE,,DIY,MASQUE_TISSU,NR,,http://www.antisocialartshow.org/masks,,,Kelly Cheatle  kellycheatle@gmail.com,,,,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_masque_tissu_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=46475755,,,,NR,,OUI,
DefiMODE,Fabricants : les cahiers des charges pour fabriquer des masques sont en ligne,SANTE,,DIY,MASQUE,ENTREPRISE,Institution,https://www.defimode.org/2020/03/18/fabricants-cahier-charges-masques/,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Masque,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,fr,CG,NR,,OUI,04/01/2020
